gene	raw_value	sample_id	library_size	value_type
LINC01093	557	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
NUSAP1	9	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
PLAC8	1222	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
PLVAP	3896	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
PRC1	0	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
PTTG1	322	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
RACGAP1	236	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
STAB2	1	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
TOP2A	622	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
TTC13	373	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
UBE2Q1	3267	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
VIPR1	50	TCGA-DD-A1EK-01A-11R-A213-07	40918754	counts
ADAMTS13	126	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ADGRG7	795	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ANGPTL6	325	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ANLN	260	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ASPM	905	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
BUB1B	45	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CAP2	191	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CDHR2	7	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CDKN3	195	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CENPF	327	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CENPW	200	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CFP	16	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CLEC1B	7	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CLEC4M	11	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
COL15A1	1242	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CRHBP	89	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CXCL14	53	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
CYP1A2	3299	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ECM1	464	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ECT2	523	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
FAHD2A	7083	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
FCN2	175	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
FCN3	1026	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
GJC1	558	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
HHIP	18	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
IRAK1	17377	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ITGA6	7727	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
LINC01093	1253	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
NUSAP1	41	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
PLAC8	50	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
PLVAP	29967	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
PRC1	3	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
PTTG1	383	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
RACGAP1	388	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
STAB2	16	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
TOP2A	529	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
TTC13	1075	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
UBE2Q1	3585	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
VIPR1	268	TCGA-NI-A4U2-01A-11R-A28V-07	119700927	counts
ADAMTS13	168	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ADGRG7	21	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ANGPTL6	79	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ANLN	2380	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ASPM	1541	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
BUB1B	1305	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CAP2	1015	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CDHR2	46	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CDKN3	3030	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CENPF	4786	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CENPW	1243	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CFP	19	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CLEC1B	1	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CLEC4M	0	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
COL15A1	1004	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CRHBP	3	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CXCL14	45	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
CYP1A2	4	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ECM1	779	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ECT2	2009	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
FAHD2A	607	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
FCN2	4	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
FCN3	24	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
GJC1	1149	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
HHIP	1451	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
IRAK1	6036	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ITGA6	844	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
LINC01093	1	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
NUSAP1	16	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
PLAC8	213	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
PLVAP	2392	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
PRC1	25	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
PTTG1	4502	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
RACGAP1	2516	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
STAB2	14	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
TOP2A	6571	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
TTC13	1523	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
UBE2Q1	3222	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
VIPR1	3	TCGA-CC-A7II-01A-11R-A33J-07	50577061	counts
ADAMTS13	635	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ADGRG7	83	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ANGPTL6	43	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ANLN	1324	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ASPM	1207	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
BUB1B	209	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CAP2	484	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CDHR2	1466	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CDKN3	2817	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CENPF	2717	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CENPW	1168	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CFP	4	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CLEC1B	2	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CLEC4M	3	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
COL15A1	402	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CRHBP	13	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CXCL14	34	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
CYP1A2	5	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ECM1	276	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ECT2	1073	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
FAHD2A	1481	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
FCN2	9	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
FCN3	64	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
GJC1	134	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
HHIP	14	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
IRAK1	3866	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ITGA6	5142	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
LINC01093	11	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
NUSAP1	4	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
PLAC8	36	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
PLVAP	1729	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
PRC1	17	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
PTTG1	2955	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
RACGAP1	1677	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
STAB2	13	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
TOP2A	5019	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
TTC13	887	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
UBE2Q1	3787	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
VIPR1	26	TCGA-G3-AAV6-01A-21R-A37K-07	47281180	counts
ADAMTS13	113	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ADGRG7	22	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ANGPTL6	167	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ANLN	55	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ASPM	146	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
BUB1B	15	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CAP2	555	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CDHR2	113	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CDKN3	77	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CENPF	176	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CENPW	75	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CFP	12	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CLEC1B	23	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CLEC4M	32	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
COL15A1	1592	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CRHBP	205	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CXCL14	69	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
CYP1A2	3135	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ECM1	344	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ECT2	114	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
FAHD2A	1236	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
FCN2	84	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
FCN3	405	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
GJC1	124	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
HHIP	15	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
IRAK1	2814	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ITGA6	870	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
LINC01093	37	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
NUSAP1	5	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
PLAC8	65	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
PLVAP	3989	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
PRC1	0	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
PTTG1	162	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
RACGAP1	131	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
STAB2	37	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
TOP2A	233	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
TTC13	465	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
UBE2Q1	2697	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
VIPR1	32	TCGA-DD-AAC9-01A-11R-A41C-07	40225600	counts
ADAMTS13	501	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ADGRG7	70	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ANGPTL6	57	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ANLN	137	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ASPM	469	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
BUB1B	128	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CAP2	5417	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CDHR2	491	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CDKN3	265	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CENPF	436	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CENPW	202	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CFP	5	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CLEC1B	1	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CLEC4M	6	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
COL15A1	586	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CRHBP	71	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CXCL14	19	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
CYP1A2	1275	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ECM1	184	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ECT2	484	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
FAHD2A	1681	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
FCN2	8	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
FCN3	421	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
GJC1	110	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
HHIP	5	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
IRAK1	2964	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ITGA6	3852	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
LINC01093	7	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
NUSAP1	8	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
PLAC8	3	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
PLVAP	2981	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
PRC1	4	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
PTTG1	361	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
RACGAP1	425	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
STAB2	33	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
TOP2A	684	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
TTC13	517	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
UBE2Q1	3407	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
VIPR1	118	TCGA-RC-A7SK-01A-11R-A352-07	49887624	counts
ADAMTS13	231	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ADGRG7	32	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ANGPTL6	16	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ANLN	384	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ASPM	550	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
BUB1B	123	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CAP2	552	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CDHR2	125	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CDKN3	426	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CENPF	739	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CENPW	263	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CFP	1	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CLEC1B	2	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CLEC4M	1	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
COL15A1	158	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CRHBP	9	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CXCL14	1	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
CYP1A2	266	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ECM1	55	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ECT2	178	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
FAHD2A	654	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
FCN2	0	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
FCN3	54	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
GJC1	23	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
HHIP	0	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
IRAK1	2089	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ITGA6	696	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
LINC01093	8	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
NUSAP1	6	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
PLAC8	6	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
PLVAP	878	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
PRC1	9	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
PTTG1	408	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
RACGAP1	273	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
STAB2	4	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
TOP2A	1587	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
TTC13	467	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
UBE2Q1	2022	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
VIPR1	42	TCGA-DD-AAEA-01A-11R-A41C-07	22749515	counts
ADAMTS13	468	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ADGRG7	14	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ANGPTL6	157	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ANLN	1092	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ASPM	1178	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
BUB1B	323	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CAP2	2018	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CDHR2	37	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CDKN3	651	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CENPF	1786	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CENPW	185	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CFP	5	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CLEC1B	0	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CLEC4M	0	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
COL15A1	447	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CRHBP	4	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CXCL14	0	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
CYP1A2	1225	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ECM1	84	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ECT2	691	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
FAHD2A	1322	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
FCN2	1	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
FCN3	20	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
GJC1	6	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
HHIP	0	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
IRAK1	2342	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ITGA6	12659	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
LINC01093	23	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
NUSAP1	4	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
PLAC8	12	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
PLVAP	951	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
PRC1	6	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
PTTG1	619	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
RACGAP1	901	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
STAB2	1	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
TOP2A	3539	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
TTC13	677	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
UBE2Q1	4182	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
VIPR1	5	TCGA-DD-AAD0-01A-11R-A41C-07	44832543	counts
ADAMTS13	75	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ADGRG7	76	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ANGPTL6	32	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ANLN	182	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ASPM	342	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
BUB1B	56	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CAP2	3951	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CDHR2	5	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CDKN3	138	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CENPF	305	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CENPW	36	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CFP	3	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CLEC1B	0	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CLEC4M	0	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
COL15A1	604	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CRHBP	32	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CXCL14	2	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
CYP1A2	6346	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ECM1	65	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ECT2	129	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
FAHD2A	714	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
FCN2	13	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
FCN3	11	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
GJC1	85	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
HHIP	2	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
IRAK1	5761	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ITGA6	3146	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
LINC01093	34	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
NUSAP1	3	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
PLAC8	11	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
PLVAP	5453	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
PRC1	2	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
PTTG1	153	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
RACGAP1	361	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
STAB2	2	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
TOP2A	490	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
TTC13	300	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
UBE2Q1	3556	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
VIPR1	595	TCGA-DD-AAW2-01A-11R-A41C-07	30262460	counts
ADAMTS13	174	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ADGRG7	65	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ANGPTL6	305	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ANLN	226	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ASPM	282	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
BUB1B	81	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CAP2	471	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CDHR2	1033	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CDKN3	139	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CENPF	613	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CENPW	148	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CFP	9	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CLEC1B	0	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CLEC4M	0	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
COL15A1	5861	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CRHBP	23	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CXCL14	31	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
CYP1A2	7	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ECM1	848	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ECT2	484	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
FAHD2A	1202	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
FCN2	1	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
FCN3	388	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
GJC1	469	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
HHIP	291	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
IRAK1	7963	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
ITGA6	1846	TCGA-BC-A10R-01A-11R-A131-07	65780315	counts
