gene,meta_logFC_FE,meta_FDR_FE,I2,tau2_REML,Q_p,logFC_121248,FDR_121248,logFC_41804,FDR_41804
IRAK1,1.0321485050155037,2.4474380487434934e-29,76.50764628390893,0.05432389336001622,0.03909570322667335,1.1702745637065624,5.970730976589225e-16,0.7934336733999995,3.4598042147956893e-4
CCBE1,-1.8762794483833165,1.3110099076009285e-36,74.93775877940134,0.4999006757174945,0.04576926769246112,-1.800728833976832,3.3986148502690477e-19,-2.9557940607999993,4.658494637358312e-4
MARCO,-1.8505688322217253,3.1803830478707547e-25,92.89766128402142,3.396471623757373,1.7520899640007992e-4,-1.6892702200772185,4.2472233734798585e-14,-4.393394220649999,8.083012380066969e-5
BLOC1S1-RDH5,-1.1438404943358933,7.359984546389616e-28,0,0,0.7666832929591504,-1.1635107876447863,2.9289947587984706e-14,-1.0989464094999992,1.1725837150623548e-4
RFX5,1.1605587656846703,6.618168170355504e-29,0,0,0.924425459949784,1.1658180579150563,2.864567465141203e-15,1.1435464754499989,2.7860115009462614e-4
ZGPAT,-2.130386154990481,2.8981806506020033e-46,0,0,0.317371725429175,-2.195422544401542,1.3405041109006537e-22,-1.8107833966999984,6.008442444743904e-4
SSR2,0.9904745756776154,1.652114658833722e-29,40.34975018960902,0.01128972637573931,0.1953983098822355,1.0628695752895734,8.001317111227611e-16,0.8263123155000007,3.5635611311982e-4
UBE2T,1.6729574887844625,4.509378158079019e-28,0,0,0.9942441674945824,1.673581772200769,1.2580915388925464e-14,1.6711832312999997,1.626520757699764e-4
TTC36,-2.7117248533177216,6.694802348598122e-33,67.43698546062109,0.23766176665243924,0.07970196337124674,-2.957723999999995,1.2460114921442773e-17,-2.1181758978999996,4.961897614254207e-4
COLEC10,-1.321449984994604,5.123279926244881e-38,92.0168894572696,3.798334538330746,4.012323475590024e-4,-1.27828562162162,1.5432888853847184e-20,-4.151564828399998,6.154539939519864e-4
CCNB1,2.1556819005608077,1.1656669985480353e-27,33.17881906281105,0.06569247062108176,0.22120582447050993,2.0538599305019276,1.0032416346605391e-14,2.683137618649999,2.130116430588278e-4
GRPEL2,0.7818867014527873,1.268377752370321e-29,0,0,0.5495261768911913,0.7641566563706548,7.973616427530327e-16,0.8707425511499997,4.09172811573288e-4
SRD5A2,-2.1560465524814267,4.3803871792954115e-27,75.47635675105474,0.5464947305855807,0.04345283143611574,-2.0152573938223908,1.1441193485020246e-14,-3.2186366556999992,1.9330743737053504e-4
ERLIN1,-0.7718433857563202,6.888069298599592e-27,55.85557004252356,0.02258546799272344,0.1323013198444216,-0.7270509613899603,2.823073425133162e-14,-1.0114291611499997,1.6550179597336217e-4
TBC1D16,1.1180056559833953,1.309019708111209e-29,35.4749813111228,0.02300378121628871,0.21316696860254664,1.073860830115829,5.50715053978784e-16,1.4339860400000002,4.632208870596512e-4
GPR182,-0.6977345460993905,1.1589862723261875e-24,94.50642002716248,2.999764618895836,1.9855891130575688e-5,-0.6667096718146703,3.472830185028775e-15,-3.186288387899998,3.5635611311982e-4
FAM189B,0.7284371928656485,3.5387581157780727e-26,73.69714403173721,0.04498250819914602,0.05119542190365712,0.672134579150578,1.314576760310281e-13,1.0215254093500008,8.792599344053765e-5
PAMR1,-1.140805970880355,4.434119405937623e-34,90.30532923902128,1.619631956875201,0.00131957196588802,-1.0955020926640913,6.713391713773399e-19,-2.989443225799999,6.318108738681666e-4
NEK2,2.372428700478246,6.942201969693354e-29,0,0,0.5272047044486101,2.3146578301158276,1.579532932292554e-15,2.6602054799499975,4.2058150917622137e-4
IGFBP3,-2.0381997165816585,3.095857610613938e-31,0,0,0.6658643818809225,-2.075588382239378,1.0424428487721895e-16,-1.8969959623,6.064576605770369e-4
PRCC,0.771944526691679,7.592583663184019e-27,0,0,0.9625207267402154,0.7699993243243242,4.6043142318558254e-14,0.7773334740999996,1.72538299138795e-4
TMEM27,-3.1740327506931205,1.00392634532625e-32,57.395135986753175,0.22393256581005155,0.12551229982353884,-3.4124513397683343,1.3117989932738127e-17,-2.529094692699998,6.317065195523516e-4
KIF20A,2.0201931190752673,2.5663756534965974e-26,55.358312726955226,0.12856255232361874,0.13447587495310334,1.883819606177604,1.981800165037749e-13,2.5653430791499994,7.967480952091583e-5
GPM6A,-0.6926320570817373,2.471654901853685e-31,93.635443513798,2.7231128663275723,7.375422639555242e-5,-0.6712113590733578,2.93724534992093e-18,-3.0829357906499992,6.757716490337622e-4
KAZN,-1.566614336950903,2.569078486719171e-27,0,0,0.6935983487392745,-1.599126880308879,1.0542378360827983e-14,-1.4749477140999991,3.4854918138645417e-4
CETP,-1.946832342375276,2.941587499969142e-29,0,0,0.5984559396111484,-1.9085502702702677,7.973616427530327e-16,-2.1470434647499985,5.905304122980965e-4
GTF2IP4,0.7648866178355043,3.5826282186473137e-29,68.54892701625417,0.02143512337009646,0.0745656384248722,0.8448735675675664,4.3716231234904734e-16,0.5947943159999989,6.285870503339693e-4
CCNB2,1.8702599015163608,4.9950179491031976e-26,40.65189202531557,0.06824403006445061,0.19426487595867417,1.7687704633204595,7.589772971931905e-14,2.3482084309999993,1.7559250646272557e-4
MRO,-1.5140056289547734,6.3916685717380695e-28,0,0,0.5529278863038062,-1.477804254826253,3.999742004059195e-15,-1.6844732879999995,4.282991680297711e-4
MRPS21,0.7655689142982821,5.01291054013963e-26,0,0,0.6725226035249636,0.7482595250965232,1.738172877408689e-13,0.8153669939999985,1.379278850284722e-4
METTL13,0.5982668706805521,4.306978837145554e-26,33.21286955741563,0.00540007308836587,0.2210881241147223,0.5691773243243232,3.9344627881667557e-14,0.7495046811000005,2.846928825294969e-4
GPR146,-1.0219983400563428,3.6870554294454664e-30,49.64250883942022,0.0181071587384529,0.15878052404540555,-1.097126166023165,1.704438552439231e-16,-0.8270331892499991,6.822924750357827e-4
NAT2,-2.631509778149109,1.2945190248925087e-26,79.44566011139514,1.51660407086406,0.02740437500323575,-2.4813424671814643,4.670388733260725e-15,-4.435304035749998,5.534809277328068e-4
NXF3,-1.1678358542887928,1.4348725276881368e-41,83.98698539046339,0.6125759980901709,0.01245499857349029,-1.130694397683396,1.4773203893689367e-21,-2.3384776117999984,9.556636604798444e-4
ZFP62,0.7880942204272661,6.991181905346707e-26,86.72499407273169,0.06825565144347172,0.00605805178383076,0.9614946447876428,5.508594735464714e-15,0.5647490014999997,5.543338341757228e-4
UBAP2L,0.9192475271455772,1.636841766606698e-26,0,0,0.7533236861316758,0.9344429343629334,2.0529117034473212e-14,0.8749139328999995,4.1061468704046034e-4
GSTZ1,-1.758791552381166,2.942021312304642e-26,0,0,0.8400316601730823,-1.7773736177606168,2.949110537474143e-14,-1.7034972609999983,3.9104403201807e-4
B3GAT1,-0.8357942362864929,4.347996428311752e-22,96.38505059322694,2.202280741079554,1.4440550550638216e-7,-0.7433466370656366,1.5295436469330989e-12,-2.8810453632499975,2.479957217463561e-5
MGMT,-0.9981898102191916,2.4787132188666446e-30,84.40736985210143,0.0931452692442534,0.01132695935159339,-0.8648713474903474,1.8552950198913797e-12,-1.3346629127999985,1.6611629613401609e-6
SNX27,0.8272420206100718,2.148167824104287e-37,0,0,0.512615186087835,0.8458414787644774,1.5600186014330804e-19,0.7376074865500007,9.724002601333802e-4
HAND2-AS1,-1.5140033052627082,4.583285608692717e-30,80.73622697655783,0.6844311621400265,0.02270295883362765,-1.4456589150579136,7.363617387591837e-17,-2.747762876899999,9.020651650779586e-4
LOC101927137,0.9391483025321083,3.2463648617880196e-26,61.981577353036194,0.02615289835994928,0.10484165400736668,1.038033227799226,9.878015994574355e-15,0.7475349255000003,6.313032194875143e-4
CHST4,-1.3850169744401604,1.4806614980700969e-22,92.2070109164266,2.8910907005662434,3.4073283505734077e-4,-1.2871336216216196,1.5098638507580328e-13,-3.7913040597499994,2.966243340759681e-4
ITLN1,-1.0403907634890732,1.906249275360226e-23,90.59069371554688,1.1466780449769718,0.00111401607610414,-0.9709417915057902,5.874790978342513e-14,-2.5620288884499978,4.006343451324437e-4
HMGN4,0.7882409330452481,6.636700595283297e-25,0,0,0.4966619500207916,0.8231263011583008,2.3442311089986354e-13,0.7172950994999998,2.4586686325341566e-4
DNAJC6,1.930785920641241,8.762231855012037e-25,0,0,0.4919923661358395,1.8652723320463291,2.8524652529807177e-13,2.1636416935999994,2.42046762723518e-4
SLC25A47,-2.2758434101813365,2.23039628167596e-28,57.73449907116281,0.32244922463084286,0.12400475730047984,-2.1799325675675645,7.622354378420115e-16,-3.2368181300499983,9.019572128016556e-4
LIFR,-2.360102807315197,1.744186510559852e-29,0,0,0.6883604615585195,-2.4004212586872553,3.585571377600411e-16,-2.1993258412499994,9.701353126104644e-4
C1ORF112,1.2268210697345403,6.436345761558446e-25,0,0,0.6489404320802244,1.1923245328185308,2.164069237445193e-12,1.3047205321999995,7.579068237391073e-5
FLJ22763,-2.90157142680373,4.5059692126152216e-24,56.42445482647248,0.34960628318751263,0.12980248382066154,-2.7153074826254793,5.204546930479568e-13,-3.8285016614999994,2.098278693695594e-4
MSRA,-1.1914918100601477,5.96587337085674e-27,0,0,0.3359145018430938,-1.2538381196911184,5.014591036838142e-15,-1.024252619349998,7.481768409007686e-4
PIGC,0.8737355655153346,1.8958527817459188e-27,0,0,0.9515446735383968,0.8714570540540533,3.53792640366214e-15,0.8833665058999991,7.619048985844588e-4
FAM83D,1.972205917587938,8.542892150761684e-25,0,0,0.6230561719517655,1.925576451737449,1.4650921069059906e-13,2.146769050649999,4.006343451324437e-4
PALM3,-1.4300683728313663,1.1825066642119745e-24,0,0,0.7048300255259716,-1.402546216216215,2.1720472387577978e-13,-1.5230075705999988,3.4598042147956893e-4
VPS45,0.7369787806041298,3.4080331749305734e-24,0,0,0.5929012793187685,0.7640475521235518,1.006673160536834e-12,0.6859992198,1.719447206194812e-4
PXDC1,-0.8353621306677022,2.7068145228334823e-23,78.64615303622152,0.09522079579096634,0.03046255951036296,-0.7633867490347472,1.6412696739076304e-12,-1.2554740517999985,1.368928112471234e-4
MELK,1.5551044991740914,8.202295235170428e-25,42.683998078408955,0.06642713389864045,0.1865427067727332,1.479374706563704,6.339335938675017e-14,2.037273226499998,5.772821296710513e-4
CDKN2C,1.380132161523621,1.3321813641469466e-24,0,0,0.9199813030724964,1.38783486100386,1.981800165037749e-13,1.358332574599999,3.9104403201807e-4
KPNA2,1.1907234677676366,1.4433781840099879e-25,0,0,0.7112905950394296,1.2139008803088784,3.308504008417394e-14,1.1204262580500004,6.512747050774067e-4
KIF4A,1.820629835694093,1.438288625023605e-23,54.246433641483875,0.1319869735365276,0.13930477923942505,1.7073535907335888,6.638088568071999e-13,2.4049350633499977,2.802426867838069e-4
CPEB3,-1.5692406697235426,2.720178211215649e-26,56.15903581564876,0.05969252543368898,0.1309697928816202,-1.713637293436291,6.335636986231073e-15,-1.2525691113500002,8.788033949588673e-4
CLRN3,-3.1423343882935826,1.4235169096968818e-25,0,0,0.9046794758210196,-3.1248137760617705,2.9595157207242433e-14,-3.2100997799499997,7.174475847249599e-4
HMMR,2.1725804197699294,3.6759822675729755e-33,0,0,0.5533336159409212,2.2202426949806924,5.210429272654731e-18,1.9494111894999993,0.00148916517368957
PBK,2.2512759432873444,4.0380782632221024e-25,0,0,0.745093896310997,2.217813594594592,5.1920816654589717e-14,2.3880686128999993,6.776294263437241e-4
NOCT,-1.491990045953082,1.2293109626144895e-27,0,0,0.9179992507906588,-1.4984332586872564,1.943075771332489e-15,-1.4636818905999989,0.00121039287158889
KBTBD11,-1.887194469567656,1.746374583751086e-23,0,0,0.32734820825900723,-1.78972933204633,2.6034165524052682e-12,-2.2086904021999985,1.5482524418598047e-4
PLCB1,1.7497021730908615,1.5484842578389306e-24,0,0,0.9382064221544204,1.7400310540540511,7.179669770203987e-12,1.7663677292500002,5.4542963386062094e-5
DAP3,0.7487576266912401,5.5430106852370834e-24,0,0,0.7325893571938803,0.7641199536679525,3.8255365298981283e-13,0.7105288619999991,4.0161680447592217e-4
SFRP1,-1.2733612330337547,6.0683240721045605e-24,73.07110427464193,0.22728549752463817,0.05397464618087459,-1.1974383976833958,8.990679017892474e-14,-1.986167789949999,6.599100529909227e-4
ACBD6,0.6607047395529507,2.2815902629225682e-23,0,0,0.3921305925866251,0.6302938996138995,2.697377216051731e-12,0.7576335023999997,1.6506173560849733e-4
DNASE1L3,-2.295366787588116,7.84048325534039e-24,0,0,0.4130444184689156,-2.2104447451737426,3.055785174061349e-13,-2.6708088754999992,4.961897614254207e-4
EPRS,0.7653194245530884,1.2320102823619618e-23,0,0,0.901664890750833,0.7709077876447856,6.744652069732698e-13,0.7507448287999995,3.733343765037294e-4
STMN1,1.2711804979186745,1.0643485764078704e-26,0,0,0.7177028727543846,1.2924863050193034,5.014591036838142e-15,1.1917387541999998,0.00117644886811021
FLVCR1,1.3004054374717255,1.3205682750105847e-26,40.72267150447581,0.02318862014747541,0.1939988095820337,1.3948124633204602,3.7902361971090375e-15,1.0573431245499991,0.00122843115038935
ROBO1,2.020148140892741,8.434141142913208e-24,0,0,0.9662117203232408,2.024942976833975,4.153507817548819e-13,2.006335253199999,4.519366632876248e-4
AP3B1,0.5435679266802746,9.152538948963617e-27,0,0,0.8810323817211362,0.5471366332046325,4.6122934705655525e-15,0.5287463861999997,0.00123312043419045
AADAT,-1.6622939836805528,2.4838334468642205e-25,0,0,0.6320020704805833,-1.7034188030888002,2.6641796685209296e-14,-1.5317814431999994,9.750105316592518e-4
EZH1,0.5069637114784451,2.2074012260322358e-23,0,0,0.5321671330800907,0.49116884942084865,7.258810733775216e-13,0.5654755561999995,4.078287390099155e-4
MRPL9,0.761828273283,3.948666632092024e-23,0,0,0.9126754145898236,0.7567172007721991,2.434216731717255e-12,0.774557984849999,2.42046762723518e-4
SHBG,-1.3148153520244,7.003865135424294e-26,83.5703073049451,0.8471872765994366,0.01362154957917023,-1.25075557142857,2.864567465141203e-15,-2.674653016049999,0.00137365623857059
PTH1R,-1.273469858626726,7.64567336378836e-38,0,0,0.9376394977070428,-1.270801250965248,6.31800415042489e-20,-1.2943434809499987,0.00195808037307267
TPR,0.7253150241753119,9.279713152645232e-23,43.71385426729187,0.00806157587565768,0.182562933682535,0.8023561660231647,1.5409358196906925e-12,0.6103056754999991,3.390922311687925e-4
GOLPH3L,0.9247331519144414,4.137132792893841e-23,0,0,0.8563111806753604,0.9144255482625472,3.1457902195796028e-12,0.9501120500999992,2.0675701796982096e-4
CNIH4,1.0208151415296405,2.4625116762153173e-23,0,0,0.3327744452702193,1.0884772934362918,5.097164960694252e-13,0.8873879844999997,5.069139297726063e-4
TDRKH,1.344613641381063,7.352252777626905e-26,0,0,0.8351286040554778,1.3326768571428556,1.2907799602789761e-14,1.3989816781999995,0.00108855206691917
RRM2,2.2056336474142064,6.997837804899554e-28,0,0,0.6526617349852895,2.2486863050193042,1.1278629015763906e-15,2.030323387750001,0.0015854635987558
TBXA2R,-1.0915111468772674,2.300260304529326e-28,4.02901069297468,0.00206226277563561,0.307361063712659,-1.0590097065637047,5.50715053978784e-16,-1.378963887199998,0.00167737765528033
C15ORF41,0.7737126862821706,9.833098336137462e-25,69.55086138737019,0.02623857604282299,0.06995119464765942,0.8687655598455585,2.2704140927322137e-14,0.5940812376499988,0.00109529220011218
KIAA1462,1.230033735542851,7.516280407896229e-23,0,0,0.8970038460925386,1.220609826254825,2.1143400883547657e-12,1.2554297930999991,3.4598042147956893e-4
DUSP12,0.7212602879796417,2.813657185272426e-23,0,0,0.69249040395006,0.7387571196911189,6.700711572518321e-13,0.6781986299000005,5.029559160332902e-4
LPA,-2.339476451330594,5.158829622929234e-23,0,0,0.8423258005237401,-2.3680641544401517,1.3096685688824705e-12,-2.2684759077499983,4.006343451324437e-4
NDC80,1.7350096174370175,8.754456561379096e-27,0,0,0.5229491508344765,1.7878981853281828,3.480124700353907e-15,1.5495306930999992,0.00146916893322371
DIRAS3,-1.936612810036076,3.73878870182671e-24,16.958235086228797,0.02847965023087358,0.27248119331191967,-1.855996953667952,9.28358913345214e-14,-2.4355484050000005,8.472803393374488e-4
CLEC4G,-2.875274432327471,3.2438137445436495e-44,86.06061035384391,0.7034537833730654,0.00739711604666283,-3.162168262548259,8.990196726204363e-23,-1.8835804165999992,0.00230022589139134
IPO11-LRRC70,0.4139026506870751,3.2867055030079254e-24,77.60502049080529,0.04227855628906002,0.03459028809925546,0.39184448648648634,2.7341319137611606e-14,0.7219328109999997,0.0012462144764527
ZG16,-2.1222491165801545,8.924748659853806e-26,0,0,0.9870540994553804,-2.1207522162162142,1.1375206074420158e-14,-2.128837718649999,0.00140062098246083
NUF2,2.1131521490788767,8.978529970259601e-22,79.06006574667914,0.6186339369665613,0.02886638643822544,1.911197938223935,1.346116294011891e-11,3.1621863382499984,1.2170799279047656e-4
CDK1,1.9944881404122012,5.185824505663068e-25,0,0,0.7231802658679849,2.029493984555982,2.940804621096386e-14,1.8721311397499996,0.00126083551575654
UFC1,0.7419776087844762,1.220780361321538e-25,0,0,0.3682930437591023,0.7774273706563685,1.0664877837487411e-14,0.636862393,0.00145326634109347
BIRC5,1.6995904915838995,2.1102042021225678e-23,0,0,0.45226485199565297,1.6431301003860976,3.044567250336648e-13,1.9656601292999984,7.305519134745474e-4
CDC37L1,-1.1604040822919162,6.997305725771903e-28,69.02942241097553,0.05661274953913867,0.07235055134445924,-1.2750928494208478,4.8124625192941135e-16,-0.8700928691500008,0.00198737059570568
PSMB4,0.6353499590977338,3.6870554294454664e-30,38.27636917094512,0.00506925217493679,0.20307435311379024,0.6719590733590717,6.198393988470276e-17,0.5092088555000002,0.00212880328053198
RGS5,1.5024589228754242,4.9734377768294254e-23,0,0,0.8379569994233071,1.520187003861002,6.615672955917469e-13,1.4525876403499989,6.512747050774067e-4
XPO5,0.6527719815384035,8.137673666754486e-22,76.77482436918729,0.07462357113353708,0.03798547401361209,0.6067039111969099,1.2793251980713525e-12,1.0476074618500004,5.534809277328068e-4
TAOK1,0.611346539133395,7.583180535621409e-27,72.68233901109305,0.01873437901183999,0.05571237865901145,0.6802604633204629,1.286956041817029e-15,0.45321114550000025,0.00193598931062355
RCN2,0.862649445464186,3.637002574780921e-24,0,0,0.9431318930886946,0.867541355212354,2.67105352461888e-11,0.8557596600999995,4.1770532915675545e-5
ISG20L2,0.7476318980846801,4.345073841103239e-22,0,0,0.9789277452912382,0.7464051196911176,4.652492289677485e-12,0.7507418874500001,3.834513865285414e-4
LYVE1,-1.56779647508544,6.888069298599592e-27,0.5402075631503145,5.779943269717655e-4,0.3159998235047714,-1.5204745212355188,1.9784180634016837e-15,-1.9830647506999997,0.00207416916444203
CD34,0.5763125733455189,1.2491313404059744e-33,87.30160674506989,0.4270074239670337,0.00501225372408916,0.559298235521235,4.5787673286414345e-19,1.5483558534499986,0.00254082621317661
ARPC5,0.786938163667275,4.1312770812485455e-22,0,0,0.8649637202154612,0.7793139227799223,2.5593327135665308e-12,0.8098960684999997,5.660760109049431e-4
KIF3A,0.8783440076337196,1.6979258568417857e-22,0,0,0.6198293771934612,0.9055960077220068,1.075956909018781e-12,0.8114878166500004,6.875047203524342e-4
LOC100996792,-0.7436972282763431,1.4270520187825076e-25,0,0,0.6683774649299623,-0.7315188571428564,1.0576510974372223e-14,-0.8135861284999988,0.00182981068940919
LY6E,-1.480537996285214,5.650622119104989e-22,79.21455488439355,0.5602511131223183,0.02827766480640999,-1.3857381544401524,4.78298641822799e-13,-2.575072248499998,8.788033949588673e-4
GDF2,-0.37679068177261343,5.451542365751164e-19,94.25025029769552,1.5796953666243343,3.0409341548483733e-5,-0.3611744324324318,9.11963772790825e-13,-2.192056680649998,7.611619806625371e-4
TPM3,0.6498082301773855,6.1341076556094985e-24,0,0,0.45645629676740607,0.6767423552123532,7.453627656183926e-14,0.5716439320000005,0.00150141198373487
COL4A1,1.5226369457418258,1.9844214733004048e-24,0,0,0.6242828364921531,1.5605243938223918,4.091428943830294e-14,1.3934505004999995,0.00166502133064276
CXCL12,-2.5570599629119157,3.623350997986958e-25,56.816332496517155,0.17819167593843005,0.12807443233613633,-2.7866522509652474,9.404024240802684e-15,-1.99465786005,0.00202158837863774
FAM72A,1.6688837978083046,3.451268004587131e-25,72.3304362476338,0.14320398696579142,0.05729242278054657,1.8684816988416963,6.542956613311454e-15,1.2392189685499997,0.0020943310068354
TBCE,0.9051092339369076,2.0162247336521942e-24,81.09245646547927,0.06716461624994027,0.02146184193177097,1.0514442277992255,1.0664877837487411e-14,0.6444436380500004,0.00201194640561624
TKFC,-1.058026938500579,2.008967394458176e-21,0,0,0.7406582447194706,-1.0835468146718137,1.7268875729213947e-11,-1.0094897164499996,2.7860115009462614e-4
FEZ1,-1.218714070467506,7.041105134765109e-23,0,0,0.929131243516768,-1.224380015444014,3.6341932866199824e-13,-1.1991654261999996,0.00121039287158889
GPR158,1.7195169517328104,1.558717166834976e-20,84.43416990222181,1.2521585506296438,0.0112567489687709,1.593795436293434,2.540612980447939e-12,3.3160031915499983,6.947280129240905e-4
BCO2,-2.2963135451688985,4.4916326362654694e-23,0,0,0.7655832685653209,-2.3330591891891865,2.579476661566079e-13,-2.17709583805,0.00132103512991416
METTL18,0.8808739288489191,2.3318514388706e-23,0,0,0.8861808650519635,0.8872294633204613,1.6944820327504452e-13,0.8577978493,0.00146023425635533
NEK7,0.7012899121398137,3.15463351241591e-22,26.95199141584172,0.00403185425851069,0.24199018394177296,0.7572013474903453,5.799580444494904e-13,0.5842308715000003,0.00121039287158889
PCDH9,-1.9185814998969295,1.2381591003580695e-22,0,0,0.43700621928081007,-1.85630748262548,3.6341932866199824e-13,-2.259034246349999,0.00137365623857059
STIL,1.156662397419416,7.000369652776514e-22,0,0,0.5985304158346305,1.1268693938223922,1.538163134180439e-12,1.2796873315999997,9.556636604798444e-4
NTF3,-0.7298716170472699,1.1424921643472524e-24,71.37457288519771,0.0984603974533829,0.06161400681357813,-0.696951999999999,1.070691292555408e-14,-1.222211636649999,0.00224100180840861
RNF165,-1.19532975727638,1.3452220947845923e-21,73.27743926603732,0.24702139452350952,0.05305593367370388,-1.1238758185328164,6.700711572518321e-13,-1.9449778758999985,0.00122843115038935
MYOM2,-0.8400948664845146,7.1722444251090745e-22,84.61640729336345,0.45790383700447135,0.01078482783425683,-0.7944908494208484,1.586035279853185e-13,-1.8348297746,0.0018412211309648
PZP,-1.54954291899423,4.3191960809905234e-29,0,0,0.940823710354732,-1.553527463320462,1.704438552439231e-16,-1.5251848851499992,0.0032111006397666
GCH1,-1.374920588544306,2.4227659757423632e-20,46.78997477595927,0.03603280438621218,0.170408600436236,-1.5471473745173718,2.5925296376187606e-11,-1.1546944006999995,3.9104403201807e-4
TNFAIP8L2-SCNM1,0.548585699663475,1.9065277440421974e-20,89.29222174203748,0.10912482536030554,0.00224327230485114,0.47823028185328154,1.0576684837075414e-10,0.9726206079000006,5.630568628085611e-5
LRAT,-0.6648519208909381,2.9110105938253003e-27,85.73922856700105,0.4818859443780406,0.00809541785505619,-0.6414137683397677,2.452637541493439e-16,-1.7016370615999992,0.00327094648309237
TTK,1.761739097244844,2.224184818017682e-20,28.21755555794315,0.04541504570999846,0.2378825701528537,1.6635611737451712,1.3003886627790679e-11,2.2309165586999997,6.599100529909227e-4
ENAH,1.1777440508644037,4.987444682268564e-22,0,0,0.38556244184129373,1.2417986293436274,6.2078039986629e-13,1.0177686878500003,0.00159421035226265
SUCLG2,-0.9680414119100228,1.858560701160272e-20,0,0,0.4083275768875313,-1.0294568803088786,1.5192831031809118e-11,-0.857385650499999,6.313032194875143e-4
RCAN1,-1.4773889551704658,9.810226861639346e-26,73.27577124968163,0.11980918056195856,0.05306335017994718,-1.646227660231658,2.5136709689165377e-15,-1.074380659499999,0.00309562382329841
PLIN1,-1.3244847884895874,1.3552140617489511e-21,2.391511642106571,0.00176317104912602,0.31145371863966237,-1.2697975791505782,1.0822559798607602e-12,-1.6537929344000002,0.00146916893322371
CDC20,1.6601384529551766,1.7410463924633988e-20,0,0,0.5563636601464783,1.6016578455598431,3.281144969288392e-11,1.8328811005000003,3.870276315806296e-4
AKR7A3,-1.4499270170000222,7.333317630792625e-21,0,0,0.5076420478799168,-1.3882672625482615,6.417536458659661e-11,-1.6054326797999992,1.7559250646272557e-4
CYP26A1,-2.7631269626656336,7.60907862359728e-42,0,0,0.38912541649374566,-2.7212131930501897,1.1047590235703446e-21,-3.448112662649999,0.00390410827108879
GNAO1,-0.6857062520781365,1.6863136996621096e-17,93.87804232622712,1.1732073537614989,5.3084551691897314e-5,-0.6223190386100385,6.507114111188517e-11,-2.2032771889000005,1.9330743737053504e-4
ZNF322,0.6165359902710992,4.703594043014912e-22,0,0,0.7312750773446561,0.6282640656370653,6.55241773329714e-13,0.5790725346999988,0.00170688931338049
RBM8A,0.7005550273575805,2.0693858702134252e-20,0,0,0.3742671205750012,0.7476543474903461,1.1727646869191159e-11,0.6130808900000007,7.558946292247104e-4
KIAA0907,0.8184966173408642,8.80535610506939e-22,17.297127962024483,0.00327962140277146,0.2715009534973441,0.8779650115830105,6.79821051305719e-13,0.6832318769999999,0.00172207342151927
SCAMP3,0.8010196414216029,1.2683237678030512e-22,72.25560150970706,0.03542269866562858,0.05762924574254635,0.9080702972972952,9.558534120816605e-14,0.5949436270500006,0.00249975948213222
GPD1,-1.7250290084637292,5.158829622929234e-23,0,0,0.8868036544567481,-1.7139539498069472,1.5715126840831265e-13,-1.7760582314499993,0.00224475063091908
SRPX,-2.79495066171017,1.3032250268164323e-27,0,0,0.8972669688150973,-2.8081938185328155,7.342822213639237e-16,-2.7188556103,0.00353750187914345
ASS1,-1.4493185356741336,2.1607510439230383e-25,12.73414440870156,0.00724092006688726,0.28440411973360963,-1.5279566988416982,5.9820578627970906e-15,-1.190726088,0.00317492831607046
TTL,0.8064229474188077,1.0186536914576052e-20,0,0,0.7965807590332304,0.8192903822393807,5.892585987614538e-12,0.7712714526000006,0.00111908077220955
ESM1,1.749680637904198,1.1951790971392141e-23,0,0,0.3655280877759816,1.6957290115830108,4.8815415249462626e-14,2.172583456249999,0.00284506526921179
LOC101930168,-0.5752338296587567,1.986851325887865e-18,95.5047860479638,0.6571442267650983,2.3987265388613566e-6,-0.4953839768339765,2.5759368116555905e-10,-1.6684778815499992,4.117840501337017e-5
RBM12B,0.692020155191776,3.677990423865409e-21,0,0,0.6748342812107325,0.7093352123552107,2.0688152288281767e-12,0.6421934221499982,0.00161666457389548
TIGD1,0.9933579241642826,2.1674869420917397e-20,4.988362966542152,0.00110679963721424,0.3049314068110054,1.0926398571428555,1.5450447939827143e-10,0.8819854843500002,1.515601835325988e-4
WDCP,0.528205700250598,4.063946947038681e-19,90.6057985804419,0.1477355424330125,0.00110376975994212,0.46101796138996015,2.1091735144035847e-10,1.0320750108999996,8.162227070478302e-5
ACSM3,-1.838072159078531,1.3447255445238514e-20,46.5504409287806,0.06789168149250231,0.17136942475204253,-2.0283939111969076,2.8482960602980755e-12,-1.4883098249,0.00152938542408411
SLC28A1,-1.136701557565834,1.7260323004313317e-22,68.76143277720612,0.21647836639511875,0.07358555834517051,-1.083032606177604,1.0784060792758469e-13,-1.87653782985,0.00282294314358263
RBM24,2.300602262385948,4.6510994673802216e-20,51.847859116459944,0.17418559017186142,0.14955823195517814,2.1119021119691097,1.635252231663742e-10,2.931603547799999,1.5638818805164883e-4
DEDD,0.510015350268644,4.019440975003465e-20,0,0,0.8698223329291475,0.5050543667953654,1.5493207109962634e-11,0.5252188281999989,9.549364362633674e-4
LRRC57,0.71264762537987,2.3929812153052692e-20,0,0,0.9673080574533142,0.7143624517374504,7.753082570183803e-12,0.707338616400001,0.00136112779247865
